Post_ID,Platform,Content_Type,Likes,Comments,Shares,Saves,Followers,Ad_Spend,Impressions,Reach,Post_Hour,Day,Total_Engagement,Engagement_Rate (%),CTR (%),Cost_Per_Engagement
4519,Twitter,Video,4350,172,1807,881,53020,10,393335,47325,15,Thu,7210,13.598642021878538,1.8330430803259308,0.0013869625520110957
4520,YouTube,Image,15472,2650,953,1044,94543,37648,80558,161138,11,Sun,20119,21.280264006854026,24.974552496338042,1.8712659674934142
4521,LinkedIn,Text,17379,1015,557,1487,25971,49562,372605,94535,7,Sun,20438,78.69546802202456,5.485165255431355,2.4249926607300125
4522,LinkedIn,Carousel,12197,2358,649,482,194448,27515,175792,2021,3,Wed,15686,8.066938204558545,8.923045417311368,1.7541119469590718
4523,Instagram,Image,18104,2431,70,308,11037,10846,302806,280007,13,Mon,20913,189.4808371840174,6.906402118848372,0.518624778845694
4524,LinkedIn,Image,12155,2765,1425,873,186379,47258,290174,81438,8,Wed,17218,9.238165243938425,5.93368117060798,2.744685793936578
4525,YouTube,Image,5519,212,1987,202,112596,46285,40850,217669,10,Wed,7920,7.033997655334115,19.388004895960833,5.844065656565657
4526,Twitter,Reel,17869,56,1238,1439,163433,28026,392747,202808,15,Sat,20602,12.605777290999981,5.245616134559908,1.360353363751092
4527,Instagram,Carousel,15813,472,1502,639,19466,16982,242322,143034,5,Sun,18426,94.6573512791534,7.603931958303415,0.9216324758493433
4528,YouTube,Image,11884,417,669,141,14627,17207,125825,182677,11,Mon,13111,89.63560538729747,10.420027816411682,1.3124094271985356
4529,Twitter,Carousel,2533,1227,688,1003,157665,43357,348432,239552,18,Thu,5451,3.4573304157549236,1.56443725030996,7.953953403045313
4530,Instagram,Image,11098,2484,914,614,56697,37985,298541,120011,15,Tue,15110,26.65044005855689,5.061281365038638,2.513898080741231
4531,LinkedIn,Text,11675,939,841,106,28149,39854,319238,97283,12,Fri,13561,48.17577889090199,4.247927878260107,2.9388688149841458
4532,YouTube,Text,1401,326,575,528,21737,12306,353784,194673,3,Sat,2830,13.019275889037127,0.7999231169301043,4.348409893992933
4533,Twitter,Text,6958,1512,700,575,72854,312,152688,99329,11,Thu,9745,13.376067202898948,6.382295923713717,0.032016418676244225
4534,Instagram,Video,9050,430,1518,968,181559,43934,490690,117274,3,Mon,11966,6.590695035773495,2.438606859728138,3.6715694467658366
4535,Instagram,Image,9038,1302,184,687,30314,6671,197406,219903,16,Wed,11211,36.98291218578875,5.67915868818577,0.595040585139595
4536,LinkedIn,Video,5744,1744,838,290,40287,23084,138733,268743,13,Tue,8616,21.386551493037455,6.210490654710847,2.679201485608171
4537,Twitter,Carousel,11178,1769,1864,804,166523,44698,189101,4906,16,Wed,15615,9.377083045585294,8.257492028069656,2.8625040025616393
4538,LinkedIn,Video,9360,272,1552,1334,75963,35260,158119,102939,0,Fri,12518,16.479075339309926,7.916822140286746,2.816743888800128
4539,LinkedIn,Carousel,14790,1459,1487,667,173443,42905,433259,188750,19,Mon,18403,10.610402264720975,4.247574776288547,2.331413356517959
4540,Twitter,Carousel,3407,2223,1096,384,160702,16614,178514,91192,0,Tue,7110,4.424338216076962,3.9828808944956697,2.3367088607594937
4541,Twitter,Carousel,16588,1725,1967,1076,187308,10864,324522,162443,21,Thu,21356,11.401541845516476,6.580755696069912,0.5087094961603297
4542,Twitter,Video,495,437,1357,1206,38667,48114,289087,215485,1,Thu,3495,9.038715183489797,1.208978611974942,13.766523605150214
4543,YouTube,Image,10945,406,206,1392,97214,15224,35487,113131,16,Mon,12949,13.320097928281935,36.489418660354495,1.1756892424125416
4544,Twitter,Video,3391,1249,1503,700,30099,47462,75769,45395,22,Mon,6843,22.734974583873218,9.031398065171773,6.935846850796434
4545,Instagram,Image,18494,805,1546,12,102170,44414,70023,254908,21,Sat,20857,20.414015855926397,29.785927480970535,2.1294529414585033
4546,LinkedIn,Image,13238,116,1043,959,82604,44543,418775,75679,0,Wed,15356,18.589898794247254,3.6668855590711003,2.9006902839281063
4547,YouTube,Carousel,4637,107,1070,159,87635,43,334524,148159,11,Tue,5973,6.815769954926684,1.7855221150052014,0.007199062447681232
4548,Twitter,Video,9960,1913,547,1307,174170,40300,435735,77054,12,Fri,13727,7.8813802606648675,3.150309247593147,2.9358199169519925
4549,YouTube,Image,17535,1290,986,564,163945,24476,485892,131515,13,Mon,20375,12.427948397328374,4.193318679871247,1.201276073619632
4550,Twitter,Text,19325,52,1721,1310,159630,27500,259975,44925,9,Tue,22408,14.037461630019422,8.619290316376576,1.2272402713316672
4551,YouTube,Image,6718,2299,778,7,196195,28269,12416,258497,11,Sat,9802,4.996049848365147,78.9465206185567,2.8840032646398694
4552,LinkedIn,Text,4823,1587,1317,71,35518,19841,286003,152948,21,Sun,7798,21.955065037445802,2.7265448264528693,2.5443703513721467
4553,LinkedIn,Video,14937,104,1953,891,57763,38152,88789,285234,17,Mon,17885,30.962727005176323,20.143260989536994,2.1331842325971486
4554,Instagram,Video,8639,1979,1561,97,64172,30931,105766,27128,6,Mon,12276,19.12983855887303,11.606754533593026,2.5196318018898665
4555,Instagram,Video,1363,1799,1920,86,139822,5615,19184,89921,18,Thu,5168,3.6961279340876256,26.93911592994162,1.0864938080495357
4556,Twitter,Image,13405,197,698,100,147953,27961,290990,133764,14,Sun,14400,9.732820557879867,4.9486236640434385,1.941736111111111
4557,LinkedIn,Reel,11034,394,1724,280,155678,32513,227829,153005,6,Tue,13432,8.628065622631329,5.895649807531087,2.4205628350208457
4558,YouTube,Image,10365,828,1272,882,21819,21890,305915,31117,13,Thu,13347,61.171456070397355,4.362976643838975,1.6400689293474189
4559,YouTube,Image,16439,1158,1890,1312,97013,26870,87995,249088,8,Sat,20799,21.43939472029522,23.636570259673846,1.2918890331265926
4560,YouTube,Carousel,1451,1706,1689,748,164827,35763,258033,163254,4,Thu,5594,3.393861442603457,2.1679397596431462,6.393099749731856
4561,Instagram,Carousel,7290,2144,1796,195,30811,45876,409714,272894,0,Sun,11425,37.08091266106261,2.788530535934823,4.015404814004376
4562,YouTube,Image,19130,2546,616,390,194194,47175,70798,295480,15,Sat,22682,11.680072504814772,32.03762818158705,2.0798430473503218
4563,Instagram,Text,16750,235,1595,608,42697,44327,296058,6751,4,Sun,19188,44.939925521699415,6.481162474920454,2.3101417552637065
4564,Instagram,Carousel,10985,1690,1726,449,66196,43302,185052,101929,23,Tue,14850,22.43337966040244,8.024771415602101,2.915959595959596
4565,Twitter,Image,7534,2402,1860,1391,118100,24746,393106,252593,7,Sat,13187,11.165961049957664,3.354565944045626,1.876545082278001
4566,YouTube,Reel,1122,1907,1626,1453,154416,37109,308644,164578,18,Sat,6108,3.955548647808517,1.9789790178976425,6.075474787164374
4567,YouTube,Text,2137,527,1202,1119,25656,29836,166957,87466,19,Thu,4985,19.43015279077019,2.9857987385973632,5.985155466399197
4568,LinkedIn,Video,8856,1742,1562,1284,162454,9831,301359,230166,11,Sun,13444,8.275573393083581,4.461124439621846,0.7312555786968165
4569,Twitter,Image,13658,305,1537,120,167103,33384,327464,67844,7,Wed,15620,9.347528171247674,4.769989983631788,2.1372599231754164
4570,LinkedIn,Image,17543,423,248,1389,65574,33007,481150,122220,7,Sun,19603,29.89447036935371,4.074197235789255,1.6837728919043005
4571,Twitter,Text,1524,1870,64,331,62529,38820,110159,95340,22,Fri,3789,6.059588351005134,3.4395737070961068,10.245447347585115
4572,YouTube,Carousel,4223,2005,108,1075,137566,39222,30924,231806,5,Fri,7411,5.387232310309233,23.965205018755658,5.292403184455539
4573,Instagram,Carousel,16703,2192,655,1419,154435,29069,187171,105793,19,Wed,20969,13.577880661767086,11.203124415641312,1.3862845152367782
4574,Instagram,Carousel,505,2038,1331,317,157884,42816,64113,176612,8,Mon,4191,2.654480504674318,6.53689579336484,10.216177523264138
4575,Instagram,Video,9929,2582,1699,674,156509,41882,263462,254735,1,Thu,14884,9.509996230248738,5.6493915631096705,2.8138941144853535
4576,Instagram,Text,18802,13,1015,701,111741,17196,209769,9498,17,Fri,20531,18.373739272066654,9.78743284279374,0.8375627100482198
4577,Instagram,Text,10051,187,1772,1300,101060,4999,78859,23469,0,Tue,13310,13.170393825450228,16.878225693960104,0.37558226897069874
4578,LinkedIn,Carousel,9083,755,81,1217,12160,24026,399965,147355,10,Sat,11136,91.57894736842105,2.784243621316865,2.157507183908046
4579,Twitter,Carousel,17793,268,1046,692,177415,1730,99558,118759,14,Sat,19799,11.159710283797875,19.886900098435085,0.08737815041163695
4580,YouTube,Reel,12125,661,1562,1016,28593,3424,141600,31607,11,Mon,15364,53.733431259399154,10.850282485875706,0.22285863056495706
4581,LinkedIn,Reel,5029,1828,1212,20,136356,38830,22441,177203,2,Fri,8089,5.932265540203584,36.04563076511742,4.800346149091359
4582,Twitter,Image,9622,1396,1685,398,184155,29716,140598,15289,18,Sun,13101,7.114115826341941,9.318055733367475,2.2682237997099457
4583,Instagram,Image,12738,2601,1578,201,173923,31226,241659,206918,19,Thu,17118,9.842286529096208,7.083535063870992,1.82416170113331
4584,Twitter,Text,8802,2492,1309,465,25378,2207,431377,275858,18,Fri,13068,51.4934194972023,3.0293687424225215,0.16888582797673707
4585,Twitter,Text,10864,1306,1316,1174,144563,13031,2044,292126,9,Thu,14660,10.140907424444705,717.2211350293543,0.888881309686221
4586,Instagram,Video,12221,299,1683,895,70500,28008,341445,164044,15,Mon,15098,21.415602836879433,4.421795603977214,1.8550801430653066
4587,Instagram,Video,14319,812,1553,1182,71436,29484,412391,75036,5,Sun,17866,25.009798980905984,4.332296291626151,1.6502854584126274
4588,Instagram,Reel,1717,2540,702,309,6459,46635,180959,31587,8,Sun,5268,81.56061309800279,2.9111566708480927,8.85250569476082
4589,YouTube,Image,10348,2031,1502,503,149752,3368,445887,263585,7,Sun,14384,9.605213953736845,3.2259294395216727,0.23414905450500556
4590,Instagram,Reel,18004,243,950,25,24305,21855,1961,231214,21,Sat,19222,79.08660769389014,980.2141764405915,1.1369784621787535
4591,YouTube,Reel,1683,417,271,65,171373,2227,463501,132893,15,Wed,2436,1.4214607902061587,0.5255652091365499,0.9142036124794746
4592,Instagram,Image,6804,703,785,262,168764,48522,497085,215146,7,Sat,8554,5.068616529591619,1.7208324532021688,5.672433949029694
4593,YouTube,Video,8088,1179,613,471,175419,30322,368964,46472,23,Thu,10351,5.9007291114417475,2.8054227512711267,2.929378803980292
4594,Twitter,Image,18059,571,950,166,153261,43220,184038,41854,21,Thu,19746,12.883903928592403,10.729305904215433,2.188797731186063
4595,LinkedIn,Carousel,10053,2487,1385,799,143667,12817,280117,47691,17,Mon,14724,10.248700119025246,5.25637501472599,0.8704835642488454
4596,Twitter,Carousel,2713,441,1834,1177,69370,46474,215980,10636,4,Mon,6165,8.887127000144154,2.8544309658301694,7.538361719383617
4597,Twitter,Carousel,3992,1578,1029,342,6921,47130,306537,210974,19,Tue,6941,100.28897558156335,2.2643269817346683,6.790087883590261
4598,Instagram,Text,12436,2554,1835,717,108276,13226,102293,39842,11,Sat,17542,16.201189552624772,17.14877850879337,0.7539619199635161
4599,YouTube,Video,6833,992,1055,412,7387,43877,301577,227019,5,Sat,9292,125.78854744821986,3.081136824094676,4.722018941024538
4600,LinkedIn,Video,4531,1444,552,1207,81266,44480,333221,295605,1,Mon,7734,9.516895134496592,2.3209821709916243,5.751228342384278
4601,Instagram,Text,17865,906,164,1217,85366,31157,424894,106698,3,Fri,20152,23.606588102991825,4.742829976417648,1.5460996427153633
4602,Instagram,Reel,3615,2884,941,1025,9825,20764,19344,70310,15,Thu,8465,86.15776081424936,43.760339123242346,2.4529238038984054
4603,Instagram,Carousel,4554,787,403,1238,10282,18204,177226,292482,23,Sun,6982,67.90507683330091,3.939602541387832,2.607275852191349
4604,Twitter,Carousel,7869,232,547,686,149941,188,403062,276976,13,Wed,9334,6.22511521198338,2.3157727595258297,0.02014141847010928
4605,YouTube,Reel,8484,1781,131,796,20451,30397,428062,90829,16,Mon,11192,54.725930272358326,2.61457452425116,2.7159578270192997
4606,YouTube,Image,13827,1698,1802,482,153977,9414,233450,48973,18,Sun,17809,11.566013105853472,7.628614264296424,0.5286091302150598
4607,LinkedIn,Image,3634,477,1885,1055,138770,37989,370995,172469,3,Thu,7051,5.081069395402465,1.9005646976374344,5.387746418947667
4608,YouTube,Video,855,2626,1013,14,156068,41438,71565,274326,17,Wed,4508,2.8884845067534664,6.299168587996926,9.192102928127772
4609,YouTube,Text,19009,1355,952,1341,152964,6746,321946,188241,11,Tue,22657,14.811981904238905,7.037515608207588,0.2977446263847817
4610,Instagram,Video,17311,2432,214,1266,53068,14331,17272,44275,1,Fri,21223,39.9920856259893,122.87517369152386,0.6752579748386185
4611,Instagram,Image,18817,2584,154,16,76726,11254,180685,274759,5,Tue,21571,28.114328910669133,11.938456429698094,0.5217189745491633
4612,Twitter,Reel,8402,421,35,533,83702,10217,352450,51437,5,Mon,9391,11.21956464600607,2.664491417222301,1.0879565541475882
4613,Instagram,Video,13007,2326,616,80,120962,15583,389306,193610,2,Fri,16029,13.251268993568226,4.117326730130026,0.9721754320294467
4614,Instagram,Carousel,9084,635,1869,655,165761,37380,276248,274669,7,Tue,12243,7.385935171723143,4.431887289681735,3.053173241852487
4615,Instagram,Carousel,14485,1285,306,435,36604,34318,410071,95939,11,Thu,16511,45.10709212107966,4.026375920267466,2.0784931257949246
4616,Instagram,Reel,7281,1021,967,1031,119751,15800,431740,148479,2,Mon,10300,8.60118078345901,2.3856950942696997,1.5339805825242718
4617,Twitter,Image,13545,1687,869,1018,74457,30212,384207,69332,1,Sat,17119,22.991793921323715,4.455671031501248,1.7648227116069863
4618,Instagram,Carousel,12975,2507,1759,678,99527,47333,235071,56608,20,Tue,17919,18.004159675264,7.622803323251273,2.641497851442603
4619,LinkedIn,Carousel,3514,811,769,1310,153315,27492,67455,137257,22,Fri,6404,4.1770211655741445,9.493736565117485,4.292941911305434
4620,LinkedIn,Text,15105,1902,687,779,48787,32592,305850,7147,0,Fri,18473,37.86459507655728,6.039888834395946,1.764304660856385
4621,LinkedIn,Video,9601,1570,261,185,170387,5233,297670,30645,17,Sat,11617,6.818008416135034,3.9026438673699064,0.4504605319789963
4622,LinkedIn,Image,14345,1401,944,421,37035,22019,232207,104394,17,Sun,17111,46.20224112326178,7.3688562360307825,1.2868330313833207
4623,Instagram,Video,6557,2879,1085,465,39844,11447,141435,152339,7,Wed,10986,27.572532878225076,7.767525718527946,1.0419624977243764
4624,LinkedIn,Image,6849,264,13,82,21820,14036,446646,99202,21,Fri,7208,33.03391384051329,1.6138060119199544,1.9472807991120977
4625,Instagram,Carousel,396,1496,1033,566,51676,10998,312655,117339,13,Fri,3491,6.755553835436179,1.1165661831731462,3.1503867086794615
4626,Twitter,Text,9921,2183,851,642,54914,32801,57738,268074,12,Sun,13597,24.760534654186547,23.5494821434757,2.4123703758181954
4627,LinkedIn,Video,17052,1426,1142,324,136807,24871,80791,135452,14,Mon,19944,14.5782014078227,24.685917985914273,1.2470417168070598
4628,YouTube,Carousel,5383,771,781,1442,77750,27076,463562,117275,14,Fri,8377,10.774276527331189,1.8070937652352868,3.2321833591978035
4629,LinkedIn,Image,13219,2856,689,50,28968,44739,2440,60987,12,Wed,16814,58.04335818834576,689.0983606557377,2.6608183656476747
4630,LinkedIn,Video,7764,1367,736,1050,49624,28152,372559,114084,3,Fri,10917,21.999435756891828,2.9302741310772253,2.578730420445177
4631,Instagram,Video,7611,574,1233,676,107398,1429,199327,111049,3,Wed,10094,9.398685264157619,5.064040496269948,0.14156924905884685
4632,LinkedIn,Carousel,5565,1401,28,980,60746,10381,383504,71961,4,Sun,7974,13.126790241332762,2.0792481955859654,1.301856032104339
4633,YouTube,Video,12657,1588,497,792,75264,1987,176285,52970,2,Thu,15534,20.63934948979592,8.811867146949542,0.1279129651087936
4634,Instagram,Text,4482,2513,974,1085,129458,29319,263699,199189,11,Wed,9054,6.993774042546617,3.43346011930269,3.238237243207422
4635,Instagram,Text,16549,1100,1710,656,41497,22655,108729,100861,19,Mon,20015,48.232402342338,18.40815237885017,1.1319010741943543
4636,Twitter,Carousel,17363,2969,1434,1194,143313,19266,78648,202395,11,Tue,22960,16.020877380279526,29.19336791781101,0.8391114982578397
4637,Twitter,Image,9508,1628,107,1309,197711,48028,127919,170243,19,Sat,12552,6.348660418489614,9.8124594469938,3.8263224984066286
4638,LinkedIn,Carousel,13790,2919,1088,116,22057,43737,462049,69025,6,Tue,17913,81.21231355125357,3.876861544987653,2.441634567074192
4639,Twitter,Text,5169,2674,1114,1027,54700,11889,264679,106379,6,Thu,9984,18.252285191956126,3.772116412711247,1.1908052884615385
4640,Twitter,Reel,19723,409,771,1089,19432,49014,147003,213831,0,Mon,21992,113.17414573898724,14.96023890668898,2.2287195343761366
4641,Twitter,Reel,11772,296,1027,1083,66488,48477,466034,3228,11,Thu,14178,21.324148718565755,3.042267302385663,3.419170545916208
4642,Instagram,Video,16991,2243,1705,904,104199,1547,120773,22667,2,Thu,21843,20.962773155212624,18.085996042161742,0.07082360481618825
4643,Instagram,Video,7804,2341,376,501,23953,49614,488386,167501,14,Fri,11022,46.01511292948691,2.2568214486082727,4.501360914534567
4644,Instagram,Reel,17609,1549,683,798,120864,44275,45262,206608,8,Fri,20639,17.07621789780249,45.598957182625604,2.1452105237656864
4645,Twitter,Text,17369,2707,600,856,34347,33281,354165,74211,21,Mon,21532,62.68960899059598,6.07965213953948,1.5456529816087683
4646,Instagram,Video,19325,2748,1998,1252,26249,45056,494481,168969,21,Tue,25323,96.47224656177377,5.121126999824058,1.7792520633416262
4647,Twitter,Carousel,8075,246,206,1123,189530,13550,254902,193820,19,Wed,9650,5.091542236057616,3.785768648343285,1.4041450777202074
4648,Instagram,Carousel,12169,824,1630,1142,118346,5174,25587,179108,8,Fri,15765,13.321109289709835,61.613319263688595,0.3281953694893752
4649,Instagram,Text,6665,937,93,68,183740,36334,362427,77351,13,Mon,7763,4.22499183629041,2.141948585508254,4.680407059126626
4650,YouTube,Video,4970,423,441,663,88442,20187,165112,81462,2,Mon,6497,7.346057303091291,3.9349047918988322,3.107126366015084
4651,LinkedIn,Carousel,19009,1965,124,791,110781,3938,308687,297709,7,Sun,21889,19.758803404916005,7.091001564691743,0.17990771620448628
4652,Twitter,Video,9217,2066,160,220,138874,1471,352321,80786,5,Tue,11663,8.398260293503464,3.3103334743032633,0.12612535368258596
4653,YouTube,Video,2038,429,403,1009,106426,16721,420789,286318,11,Mon,3879,3.644786048521978,0.921839686873944,4.310647073988141
4654,Instagram,Carousel,11654,38,1728,222,116086,7051,71680,256505,1,Sat,13642,11.751632410454318,19.031808035714285,0.5168596979914969
4655,Twitter,Reel,3332,2405,192,676,23033,7444,382465,26585,2,Mon,6605,28.676247123692093,1.7269554076843632,1.1270249810749433
4656,Instagram,Carousel,3565,670,1802,210,40088,27657,189334,250067,13,Tue,6247,15.583216922769907,3.2994602131682633,4.427245077637266
4657,LinkedIn,Text,540,2633,1080,930,114001,36180,395904,63993,16,Fri,5183,4.546451346918009,1.3091557549304882,6.980513216284005
4658,YouTube,Image,16945,459,656,885,22527,29799,114624,48748,2,Tue,18945,84.09908110267679,16.527952261306535,1.5729216152019003
4659,LinkedIn,Carousel,5513,389,1559,881,148036,2392,346659,26656,3,Thu,8342,5.635115782647464,2.4063993722938104,0.2867417885399185
4660,YouTube,Video,11763,2756,1508,261,46005,15729,294947,216925,14,Fri,16288,35.40484729920661,5.522348082875907,0.9656802554027505
4661,Instagram,Video,5855,2423,591,517,9406,33744,148226,201741,21,Thu,9386,99.78736976398044,6.332222417119803,3.5951417004048585
4662,LinkedIn,Carousel,5112,1260,234,1271,187833,43205,118930,135448,6,Mon,7877,4.193618799678438,6.62322374506012,5.484956201599593
4663,LinkedIn,Image,19647,2469,1509,797,99538,29709,235059,203016,18,Thu,24422,24.53535333239567,10.389731939640685,1.2164851363524691
4664,Instagram,Carousel,16226,365,1158,1280,198419,36836,212731,186854,13,Tue,19029,9.590311411709564,8.945099679877403,1.9357822271270166
4665,LinkedIn,Image,6852,2311,59,1086,139191,9895,24998,48619,15,Tue,10308,7.405651227450051,41.235298823905914,0.9599340318199456
4666,Twitter,Image,105,1706,275,1415,63935,17255,393088,147213,12,Sun,3501,5.4758739344646905,0.8906402637577338,4.9285918309054555
4667,YouTube,Text,4876,736,1988,539,63327,3409,6786,76932,22,Wed,8139,12.852337865365485,119.93810786914236,0.41884752426588034
4668,YouTube,Video,7138,1477,1128,416,188821,12744,60059,78951,19,Sun,10159,5.380227834827694,16.915033550342162,1.254454178560882
4669,YouTube,Video,6514,2738,1097,52,64094,1549,227897,85840,16,Sun,10401,16.22772802446407,4.563903868853035,0.148927987693491
4670,Twitter,Image,4070,819,1939,37,106815,15085,202737,282055,16,Sat,6865,6.426999953190095,3.3861603949945,2.197378004369993
4671,YouTube,Video,11150,1913,1327,307,107132,44467,95450,291180,23,Sun,14697,13.718590150468582,15.397590361445785,3.025583452405253
4672,Instagram,Reel,2706,2530,974,845,87485,20845,419993,235749,9,Mon,7055,8.064239583928673,1.679789901260259,2.9546420978029766
4673,LinkedIn,Image,16582,425,1557,897,143723,14736,200453,266232,6,Tue,19461,13.540630240114664,9.708510224341865,0.7572067211345769
4674,Twitter,Video,625,609,1382,52,162968,35389,74984,146281,19,Fri,2668,1.6371312159442344,3.5580923930438493,13.26424287856072
4675,YouTube,Reel,6437,1349,1656,605,102196,2529,187362,222831,16,Sun,10047,9.831108849661435,5.362346687161751,0.2517169304269931
4676,Instagram,Text,1280,2517,1180,451,112396,43117,247069,208817,21,Sun,5428,4.829353357770739,2.1969571253374562,7.943441414885777
4677,LinkedIn,Video,13157,88,334,460,15370,47509,28139,257510,11,Sun,14039,91.34027325959661,49.891609509932834,3.3840729396680675
4678,LinkedIn,Reel,6022,1577,120,774,49552,26932,219326,282937,10,Tue,8493,17.13957055214724,3.8723179194441153,3.17108206758507
4679,Twitter,Carousel,3171,2832,1570,1160,106075,8351,443246,45149,9,Fri,8733,8.232854112656138,1.9702377460823108,0.9562578724378793
4680,Twitter,Carousel,2892,1104,327,1395,142849,43062,417797,298184,22,Mon,5718,4.002828161205189,1.3686072422731614,7.530954879328436
4681,Twitter,Reel,13944,2953,567,1279,136185,11000,291137,186999,21,Sat,18743,13.76289606050593,6.437862587029475,0.5868857706877234
4682,Instagram,Image,114,1230,1600,394,136603,42959,305192,191744,21,Wed,3338,2.4435773738497693,1.0937377126530183,12.869682444577592
4683,Instagram,Image,18899,67,233,1060,145786,39167,144995,297661,7,Wed,20259,13.896396087415802,13.972205938135799,1.9333135890221629
4684,Twitter,Video,2785,1457,1799,1170,139482,35349,407300,114883,14,Thu,7211,5.169842703718042,1.7704394794991407,4.9020940230203855
4685,YouTube,Carousel,16312,1502,364,1031,79772,22949,346240,20742,21,Tue,19209,24.079877651306223,5.5478858595194085,1.1947004008537665
4686,LinkedIn,Image,9528,2681,1033,1274,125527,27569,416783,195001,17,Mon,14516,11.564045982139302,3.482867583370723,1.899214659685864
4687,LinkedIn,Image,8259,2105,32,646,29608,46694,20481,116813,22,Thu,11042,37.29397460145907,53.913383135589086,4.228762905270784
4688,Instagram,Carousel,4200,1468,1794,1470,13324,19318,360696,98044,12,Mon,8932,67.03692584809366,2.4763235522434406,2.1627854903716974
4689,LinkedIn,Text,6474,1218,1392,262,81695,18695,12422,216097,15,Mon,9346,11.440112613991065,75.23748188697472,2.0003209929381556
4690,YouTube,Image,6104,848,1490,631,170566,15168,330404,100651,12,Thu,9073,5.319348521979761,2.746032130361618,1.6717733935853631
4691,LinkedIn,Reel,5621,2222,1259,1462,59222,37096,228079,112957,3,Mon,10564,17.83796562088413,4.631728480044195,3.5115486558121924
4692,Instagram,Video,11512,1760,1423,1282,177057,39591,331308,9270,10,Thu,15977,9.023647751853922,4.8224009079165,2.4779996244601614
4693,Instagram,Image,11855,1364,1996,1346,102643,20712,56296,12102,18,Sun,16561,16.134563487037596,29.417720619582212,1.2506491153915826
4694,YouTube,Image,19781,2387,873,529,171488,19500,259126,101937,7,Sun,23570,13.744401940660572,9.09596103825938,0.8273228680526092
4695,YouTube,Text,19117,1154,1740,300,50600,3747,291019,10966,9,Sat,22311,44.09288537549407,7.666509746786292,0.16794406346645152
4696,LinkedIn,Reel,3990,222,1872,484,14453,23208,18734,177647,11,Tue,6568,45.443852487372865,35.059250560478276,3.533495736906212
4697,LinkedIn,Video,17275,516,1299,91,105369,34227,483861,139024,20,Thu,19181,18.203646233712004,3.9641549949262287,1.784422084354309
4698,Instagram,Image,9291,2973,1879,1187,163993,4430,460371,288869,19,Tue,15330,9.347959973901325,3.329923040330516,0.28897586431833006
4699,YouTube,Video,251,2858,1332,1358,71469,18835,52700,40543,10,Sun,5799,8.114007471770977,11.003795066413662,3.247973788584239
4700,YouTube,Carousel,19547,2225,1411,314,101544,40099,14786,226348,19,Wed,23497,23.139722681793113,158.91383741376978,1.7065582840362599
4701,YouTube,Image,13961,1579,1586,944,30392,28927,125258,87833,20,Thu,18070,59.45643590418531,14.426224273100322,1.6008301051466518
4702,LinkedIn,Image,18575,2887,32,237,168249,43948,55395,137183,3,Sun,21731,12.915975726453055,39.22917230797003,2.0223643642722378
4703,YouTube,Carousel,15132,2844,1547,82,191254,8963,226242,215078,18,Sat,19605,10.250765997051042,8.665499774577665,0.4571792909971946
4704,Instagram,Text,4699,2484,748,668,63081,21425,459387,161738,19,Wed,8599,13.631679903615987,1.8718422593586672,2.491568787068264
4705,Instagram,Image,12374,1742,1227,1132,93387,17495,116665,150279,9,Thu,16475,17.64164177026781,14.121630309004415,1.0619119878603946
4706,LinkedIn,Video,12318,1254,1634,177,147178,44271,350607,131805,14,Mon,15383,10.451969723735886,4.387533620264285,2.8779171813040367
4707,Twitter,Reel,3077,1025,1110,249,57754,12598,327907,190181,12,Wed,5461,9.455622121411505,1.665411229403459,2.3069034975279252
4708,LinkedIn,Video,17326,1153,1116,764,11878,9786,469481,229109,12,Fri,20359,171.40090924398046,4.3364907206042425,0.4806719387003291
4709,Twitter,Text,3893,1280,1418,666,5792,10921,88773,66067,20,Fri,7257,125.29350828729282,8.174782873170896,1.5048918285793027
4710,YouTube,Reel,1759,1942,1726,902,16367,42241,103076,91983,17,Fri,6329,38.66927353821714,6.140129613101013,6.67419813556644
4711,LinkedIn,Video,5262,782,1783,90,43731,30253,192994,9451,6,Wed,7917,18.10386224874803,4.102200068395908,3.821270683339649
4712,Instagram,Video,10805,1539,584,338,14547,19969,36301,235770,13,Tue,13266,91.19406063105795,36.544447811355056,1.505276647067692
4713,YouTube,Carousel,16140,1091,1851,168,104689,23985,239045,242956,4,Thu,19250,18.387796234561414,8.05287707335439,1.245974025974026
4714,Instagram,Text,4370,1161,455,1162,33568,47232,193070,63331,8,Mon,7148,21.294089609151573,3.7022841456466566,6.607722439843313
4715,YouTube,Carousel,13386,1732,437,577,67907,11020,117582,29436,21,Mon,16132,23.756019261637242,13.719787042234355,0.683114306967518
4716,LinkedIn,Reel,3703,726,378,1207,55212,35141,60724,16074,16,Sun,6014,10.892559588495255,9.903827152361504,5.843199201862321
4717,Twitter,Carousel,13872,2143,439,779,178403,29461,59976,250340,4,Wed,17233,9.659590926161556,28.733159930638923,1.7095688504613242
4718,YouTube,Text,17700,113,1215,169,69379,14352,284879,135643,15,Fri,19197,27.6697559780337,6.738650444574715,0.7476168151273637
4719,Twitter,Image,2391,2200,1779,361,140210,15344,101344,209203,8,Sat,6731,4.800656158619214,6.641735080517839,2.2796018422225526
4720,YouTube,Image,13223,214,1418,243,120837,41301,346629,160203,16,Sun,15098,12.494517407747626,4.355665567508778,2.7355278844880115
4721,Instagram,Reel,3911,2698,222,137,183184,13125,21509,285006,17,Mon,6968,3.8038256616298365,32.395741317587984,1.8836107921928817
